l,one,two
0,data_speech_commands_v0.02/bed/6f5b4d3d_bed_0.wav,data_speech_commands_v0.02/six/578d3efb_six_3.wav
0,data_speech_commands_v0.02/bed/6f5b4d3d_bed_0.wav,data_speech_commands_v0.02/learn/679463fc_learn_3.wav
1,data_speech_commands_v0.02/bed/a331d9cb_bed_0.wav,data_speech_commands_v0.02/bed/a331d9cb_bed_0.wav
1,data_speech_commands_v0.02/bed/a331d9cb_bed_0.wav,data_speech_commands_v0.02/bed/a331d9cb_bed_1.wav
0,data_speech_commands_v0.02/bed/a331d9cb_bed_0.wav,data_speech_commands_v0.02/up/cd7f8c1b_up_2.wav
0,data_speech_commands_v0.02/bed/a331d9cb_bed_0.wav,data_speech_commands_v0.02/seven/ef77b778_seven_2.wav
1,data_speech_commands_v0.02/bed/c099668c_bed_0.wav,data_speech_commands_v0.02/bed/c099668c_bed_3.wav
1,data_speech_commands_v0.02/bed/c099668c_bed_0.wav,data_speech_commands_v0.02/bed/c099668c_bed_3.wav
0,data_speech_commands_v0.02/bed/c099668c_bed_0.wav,data_speech_commands_v0.02/one/d070ea86_one_2.wav
0,data_speech_commands_v0.02/bed/c099668c_bed_0.wav,data_speech_commands_v0.02/five/c4e00ee9_five_0.wav
1,data_speech_commands_v0.02/bed/6f342826_bed_0.wav,data_speech_commands_v0.02/bed/6f342826_bed_1.wav
1,data_speech_commands_v0.02/bed/6f342826_bed_0.wav,data_speech_commands_v0.02/bed/6f342826_bed_1.wav
0,data_speech_commands_v0.02/bed/6f342826_bed_0.wav,data_speech_commands_v0.02/on/9b02d503_on_3.wav
0,data_speech_commands_v0.02/bed/6f342826_bed_0.wav,data_speech_commands_v0.02/two/97f4c236_two_2.wav
1,data_speech_commands_v0.02/bed/1706c35f_bed_0.wav,data_speech_commands_v0.02/bed/1706c35f_bed_1.wav
1,data_speech_commands_v0.02/bed/1706c35f_bed_0.wav,data_speech_commands_v0.02/bed/1706c35f_bed_3.wav
0,data_speech_commands_v0.02/bed/1706c35f_bed_0.wav,data_speech_commands_v0.02/stop/9e92ef0c_stop_3.wav
0,data_speech_commands_v0.02/bed/1706c35f_bed_0.wav,data_speech_commands_v0.02/seven/3b3d2f59_seven_1.wav
1,data_speech_commands_v0.02/bed/5b1db3ee_bed_0.wav,data_speech_commands_v0.02/bed/5b1db3ee_bed_3.wav
1,data_speech_commands_v0.02/bed/5b1db3ee_bed_0.wav,data_speech_commands_v0.02/bed/5b1db3ee_bed_2.wav
0,data_speech_commands_v0.02/bed/5b1db3ee_bed_0.wav,data_speech_commands_v0.02/seven/c5a1e46c_seven_0.wav
0,data_speech_commands_v0.02/bed/5b1db3ee_bed_0.wav,data_speech_commands_v0.02/go/af790082_go_3.wav
1,data_speech_commands_v0.02/bed/6205088b_bed_0.wav,data_speech_commands_v0.02/bed/6205088b_bed_1.wav
1,data_speech_commands_v0.02/bed/6205088b_bed_0.wav,data_speech_commands_v0.02/bed/6205088b_bed_0.wav
0,data_speech_commands_v0.02/bed/6205088b_bed_0.wav,data_speech_commands_v0.02/four/9db2bfe9_four_1.wav
0,data_speech_commands_v0.02/bed/6205088b_bed_0.wav,data_speech_commands_v0.02/stop/4e99c1b7_stop_0.wav
1,data_speech_commands_v0.02/bed/56eab10e_bed_0.wav,data_speech_commands_v0.02/bed/56eab10e_bed_0.wav
1,data_speech_commands_v0.02/bed/56eab10e_bed_0.wav,data_speech_commands_v0.02/bed/56eab10e_bed_1.wav
0,data_speech_commands_v0.02/bed/56eab10e_bed_0.wav,data_speech_commands_v0.02/six/cb62dbf1_six_3.wav
0,data_speech_commands_v0.02/bed/56eab10e_bed_0.wav,data_speech_commands_v0.02/six/6727b579_six_2.wav
1,data_speech_commands_v0.02/bed/97e0c576_bed_0.wav,data_speech_commands_v0.02/bed/97e0c576_bed_3.wav
1,data_speech_commands_v0.02/bed/97e0c576_bed_0.wav,data_speech_commands_v0.02/bed/97e0c576_bed_1.wav
0,data_speech_commands_v0.02/bed/97e0c576_bed_0.wav,data_speech_commands_v0.02/stop/3cc595de_stop_2.wav
0,data_speech_commands_v0.02/bed/97e0c576_bed_0.wav,data_speech_commands_v0.02/eight/56eb74ae_eight_2.wav
1,data_speech_commands_v0.02/four/d0faf7e4_four_0.wav,data_speech_commands_v0.02/six/d0faf7e4_six_1.wav
1,data_speech_commands_v0.02/four/d0faf7e4_four_0.wav,data_speech_commands_v0.02/five/d0faf7e4_five_1.wav
0,data_speech_commands_v0.02/four/d0faf7e4_four_0.wav,data_speech_commands_v0.02/no/2b5e346d_no_3.wav
0,data_speech_commands_v0.02/four/d0faf7e4_four_0.wav,data_speech_commands_v0.02/go/72e382bd_go_0.wav
1,data_speech_commands_v0.02/four/95fd5a0f_four_0.wav,data_speech_commands_v0.02/two/95fd5a0f_two_0.wav
1,data_speech_commands_v0.02/four/95fd5a0f_four_0.wav,data_speech_commands_v0.02/backward/95fd5a0f_backward_3.wav
0,data_speech_commands_v0.02/four/95fd5a0f_four_0.wav,data_speech_commands_v0.02/six/7e7ca854_six_3.wav
0,data_speech_commands_v0.02/four/95fd5a0f_four_0.wav,data_speech_commands_v0.02/down/c98bbbd3_down_0.wav
1,data_speech_commands_v0.02/four/332d33b1_four_0.wav,data_speech_commands_v0.02/one/332d33b1_one_0.wav
1,data_speech_commands_v0.02/four/332d33b1_four_0.wav,data_speech_commands_v0.02/one/332d33b1_one_0.wav
0,data_speech_commands_v0.02/four/332d33b1_four_0.wav,data_speech_commands_v0.02/nine/888a0c49_nine_3.wav
0,data_speech_commands_v0.02/four/332d33b1_four_0.wav,data_speech_commands_v0.02/yes/525eaa62_yes_1.wav
1,data_speech_commands_v0.02/four/ceef6d96_four_0.wav,data_speech_commands_v0.02/eight/ceef6d96_eight_3.wav
1,data_speech_commands_v0.02/four/ceef6d96_four_0.wav,data_speech_commands_v0.02/nine/ceef6d96_nine_2.wav
0,data_speech_commands_v0.02/four/ceef6d96_four_0.wav,data_speech_commands_v0.02/up/ace072ba_up_0.wav
0,data_speech_commands_v0.02/four/ceef6d96_four_0.wav,data_speech_commands_v0.02/right/195c120a_right_2.wav
1,data_speech_commands_v0.02/four/37dca74f_four_0.wav,data_speech_commands_v0.02/stop/37dca74f_stop_1.wav
1,data_speech_commands_v0.02/four/37dca74f_four_0.wav,data_speech_commands_v0.02/left/37dca74f_left_2.wav
0,data_speech_commands_v0.02/four/37dca74f_four_0.wav,data_speech_commands_v0.02/four/40738a2d_four_0.wav
0,data_speech_commands_v0.02/four/37dca74f_four_0.wav,data_speech_commands_v0.02/yes/db8a3397_yes_2.wav
1,data_speech_commands_v0.02/four/8e05039f_four_0.wav,data_speech_commands_v0.02/right/8e05039f_right_2.wav
1,data_speech_commands_v0.02/four/8e05039f_four_0.wav,data_speech_commands_v0.02/two/8e05039f_two_1.wav
0,data_speech_commands_v0.02/four/8e05039f_four_0.wav,data_speech_commands_v0.02/up/52162b51_up_0.wav
0,data_speech_commands_v0.02/four/8e05039f_four_0.wav,data_speech_commands_v0.02/backward/b8874962_backward_1.wav
1,data_speech_commands_v0.02/four/c22ebf46_four_0.wav,data_speech_commands_v0.02/six/c22ebf46_six_2.wav
1,data_speech_commands_v0.02/four/c22ebf46_four_0.wav,data_speech_commands_v0.02/no/c22ebf46_no_0.wav
0,data_speech_commands_v0.02/four/c22ebf46_four_0.wav,data_speech_commands_v0.02/down/4995d875_down_2.wav
0,data_speech_commands_v0.02/four/c22ebf46_four_0.wav,data_speech_commands_v0.02/nine/b49caed3_nine_2.wav
1,data_speech_commands_v0.02/four/6969e51a_four_0.wav,data_speech_commands_v0.02/off/6969e51a_off_2.wav
1,data_speech_commands_v0.02/four/6969e51a_four_0.wav,data_speech_commands_v0.02/four/6969e51a_four_3.wav
0,data_speech_commands_v0.02/four/6969e51a_four_0.wav,data_speech_commands_v0.02/go/9151f184_go_3.wav
0,data_speech_commands_v0.02/four/6969e51a_four_0.wav,data_speech_commands_v0.02/yes/890cc926_yes_1.wav
1,data_speech_commands_v0.02/four/017c4098_four_0.wav,data_speech_commands_v0.02/five/017c4098_five_3.wav
1,data_speech_commands_v0.02/four/017c4098_four_0.wav,data_speech_commands_v0.02/left/017c4098_left_1.wav
0,data_speech_commands_v0.02/four/017c4098_four_0.wav,data_speech_commands_v0.02/off/b308773d_off_1.wav
0,data_speech_commands_v0.02/four/017c4098_four_0.wav,data_speech_commands_v0.02/go/3102f006_go_2.wav
1,data_speech_commands_v0.02/four/837a0f64_four_0.wav,data_speech_commands_v0.02/learn/837a0f64_learn_0.wav
1,data_speech_commands_v0.02/four/837a0f64_four_0.wav,data_speech_commands_v0.02/left/837a0f64_left_1.wav
0,data_speech_commands_v0.02/four/837a0f64_four_0.wav,data_speech_commands_v0.02/no/f035e2ea_no_0.wav
0,data_speech_commands_v0.02/four/837a0f64_four_0.wav,data_speech_commands_v0.02/forward/a7216980_forward_3.wav
1,data_speech_commands_v0.02/four/7117fb6d_four_0.wav,data_speech_commands_v0.02/cat/7117fb6d_cat_2.wav
1,data_speech_commands_v0.02/four/7117fb6d_four_0.wav,data_speech_commands_v0.02/four/7117fb6d_four_3.wav
0,data_speech_commands_v0.02/four/7117fb6d_four_0.wav,data_speech_commands_v0.02/backward/0d82fd99_backward_2.wav
0,data_speech_commands_v0.02/four/7117fb6d_four_0.wav,data_speech_commands_v0.02/zero/5a98d407_zero_1.wav
1,data_speech_commands_v0.02/four/e4be0cf6_four_0.wav,data_speech_commands_v0.02/two/e4be0cf6_two_1.wav
1,data_speech_commands_v0.02/four/e4be0cf6_four_0.wav,data_speech_commands_v0.02/backward/e4be0cf6_backward_0.wav
0,data_speech_commands_v0.02/four/e4be0cf6_four_0.wav,data_speech_commands_v0.02/learn/f2898d06_learn_0.wav
0,data_speech_commands_v0.02/four/e4be0cf6_four_0.wav,data_speech_commands_v0.02/left/1ed0b13d_left_1.wav
1,data_speech_commands_v0.02/four/876c84d6_four_0.wav,data_speech_commands_v0.02/four/876c84d6_four_3.wav
1,data_speech_commands_v0.02/four/876c84d6_four_0.wav,data_speech_commands_v0.02/four/876c84d6_four_0.wav
0,data_speech_commands_v0.02/four/876c84d6_four_0.wav,data_speech_commands_v0.02/two/113b3fbc_two_3.wav
0,data_speech_commands_v0.02/four/876c84d6_four_0.wav,data_speech_commands_v0.02/one/616420be_one_1.wav
1,data_speech_commands_v0.02/four/bb31b82b_four_0.wav,data_speech_commands_v0.02/four/bb31b82b_four_2.wav
1,data_speech_commands_v0.02/four/bb31b82b_four_0.wav,data_speech_commands_v0.02/four/bb31b82b_four_3.wav
0,data_speech_commands_v0.02/four/bb31b82b_four_0.wav,data_speech_commands_v0.02/yes/559bc36a_yes_0.wav
0,data_speech_commands_v0.02/four/bb31b82b_four_0.wav,data_speech_commands_v0.02/up/b0ae6326_up_1.wav
1,data_speech_commands_v0.02/learn/7213ed54_learn_0.wav,data_speech_commands_v0.02/go/7213ed54_go_0.wav
1,data_speech_commands_v0.02/learn/7213ed54_learn_0.wav,data_speech_commands_v0.02/stop/7213ed54_stop_2.wav
0,data_speech_commands_v0.02/learn/7213ed54_learn_0.wav,data_speech_commands_v0.02/two/ee1d8d49_two_1.wav
0,data_speech_commands_v0.02/learn/7213ed54_learn_0.wav,data_speech_commands_v0.02/two/5f5eef60_two_1.wav
1,data_speech_commands_v0.02/learn/5f5eef60_learn_0.wav,data_speech_commands_v0.02/four/5f5eef60_four_3.wav
1,data_speech_commands_v0.02/learn/5f5eef60_learn_0.wav,data_speech_commands_v0.02/visual/5f5eef60_visual_0.wav
0,data_speech_commands_v0.02/learn/5f5eef60_learn_0.wav,data_speech_commands_v0.02/up/365908bd_up_3.wav
0,data_speech_commands_v0.02/learn/5f5eef60_learn_0.wav,data_speech_commands_v0.02/nine/7fd25f7c_nine_1.wav
1,data_speech_commands_v0.02/learn/5a5721f8_learn_0.wav,data_speech_commands_v0.02/visual/5a5721f8_visual_0.wav
1,data_speech_commands_v0.02/learn/5a5721f8_learn_0.wav,data_speech_commands_v0.02/two/5a5721f8_two_2.wav
0,data_speech_commands_v0.02/learn/5a5721f8_learn_0.wav,data_speech_commands_v0.02/left/87d5e978_left_2.wav
0,data_speech_commands_v0.02/learn/5a5721f8_learn_0.wav,data_speech_commands_v0.02/house/7b301939_nohash_2.wav
1,data_speech_commands_v0.02/learn/fbb2f6cc_learn_0.wav,data_speech_commands_v0.02/five/fbb2f6cc_five_0.wav
1,data_speech_commands_v0.02/learn/fbb2f6cc_learn_0.wav,data_speech_commands_v0.02/go/fbb2f6cc_go_1.wav
0,data_speech_commands_v0.02/learn/fbb2f6cc_learn_0.wav,data_speech_commands_v0.02/stop/7f74626f_stop_1.wav
0,data_speech_commands_v0.02/learn/fbb2f6cc_learn_0.wav,data_speech_commands_v0.02/eight/9a69672b_eight_3.wav
1,data_speech_commands_v0.02/learn/bb05582b_learn_0.wav,data_speech_commands_v0.02/seven/bb05582b_seven_3.wav
1,data_speech_commands_v0.02/learn/bb05582b_learn_0.wav,data_speech_commands_v0.02/nine/bb05582b_nine_2.wav
0,data_speech_commands_v0.02/learn/bb05582b_learn_0.wav,data_speech_commands_v0.02/zero/c39703ec_zero_2.wav
0,data_speech_commands_v0.02/learn/bb05582b_learn_0.wav,data_speech_commands_v0.02/cat/fbf3dd31_cat_0.wav
1,data_speech_commands_v0.02/learn/f822b9bf_learn_0.wav,data_speech_commands_v0.02/follow/f822b9bf_follow_1.wav
1,data_speech_commands_v0.02/learn/f822b9bf_learn_0.wav,data_speech_commands_v0.02/go/f822b9bf_go_0.wav
0,data_speech_commands_v0.02/learn/f822b9bf_learn_0.wav,data_speech_commands_v0.02/left/fb7eb481_left_3.wav
0,data_speech_commands_v0.02/learn/f822b9bf_learn_0.wav,data_speech_commands_v0.02/three/256c0a05_three_1.wav
1,data_speech_commands_v0.02/learn/af790082_learn_0.wav,data_speech_commands_v0.02/five/af790082_five_3.wav
1,data_speech_commands_v0.02/learn/af790082_learn_0.wav,data_speech_commands_v0.02/visual/af790082_visual_3.wav
0,data_speech_commands_v0.02/learn/af790082_learn_0.wav,data_speech_commands_v0.02/up/db72a474_up_1.wav
0,data_speech_commands_v0.02/learn/af790082_learn_0.wav,data_speech_commands_v0.02/down/b9515bf3_down_1.wav
1,data_speech_commands_v0.02/learn/b29f8b23_learn_0.wav,data_speech_commands_v0.02/eight/b29f8b23_eight_2.wav
1,data_speech_commands_v0.02/learn/b29f8b23_learn_0.wav,data_speech_commands_v0.02/six/b29f8b23_six_3.wav
0,data_speech_commands_v0.02/learn/b29f8b23_learn_0.wav,data_speech_commands_v0.02/five/c98bbbd3_five_1.wav
0,data_speech_commands_v0.02/learn/b29f8b23_learn_0.wav,data_speech_commands_v0.02/go/8dc18a75_go_0.wav
1,data_speech_commands_v0.02/learn/d1dd03ed_learn_0.wav,data_speech_commands_v0.02/zero/d1dd03ed_zero_0.wav
1,data_speech_commands_v0.02/learn/d1dd03ed_learn_0.wav,data_speech_commands_v0.02/left/d1dd03ed_left_2.wav
0,data_speech_commands_v0.02/learn/d1dd03ed_learn_0.wav,data_speech_commands_v0.02/zero/617aeb6c_zero_3.wav
0,data_speech_commands_v0.02/learn/d1dd03ed_learn_0.wav,data_speech_commands_v0.02/off/0e6e36c9_off_0.wav
1,data_speech_commands_v0.02/learn/ab46af55_learn_0.wav,data_speech_commands_v0.02/no/ab46af55_no_1.wav
1,data_speech_commands_v0.02/learn/ab46af55_learn_0.wav,data_speech_commands_v0.02/forward/ab46af55_forward_1.wav
0,data_speech_commands_v0.02/learn/ab46af55_learn_0.wav,data_speech_commands_v0.02/two/06f6c194_two_0.wav
0,data_speech_commands_v0.02/learn/ab46af55_learn_0.wav,data_speech_commands_v0.02/eight/ff2b842e_eight_1.wav
1,data_speech_commands_v0.02/learn/c50f55b8_learn_10.wav,data_speech_commands_v0.02/learn/c50f55b8_learn_12.wav
1,data_speech_commands_v0.02/learn/c50f55b8_learn_10.wav,data_speech_commands_v0.02/right/c50f55b8_right_2.wav
0,data_speech_commands_v0.02/learn/c50f55b8_learn_10.wav,data_speech_commands_v0.02/forward/0a2b400e_forward_1.wav
0,data_speech_commands_v0.02/learn/c50f55b8_learn_10.wav,data_speech_commands_v0.02/nine/3291330e_nine_1.wav
1,data_speech_commands_v0.02/learn/af6fbbf5_learn_0.wav,data_speech_commands_v0.02/eight/af6fbbf5_eight_1.wav
1,data_speech_commands_v0.02/learn/af6fbbf5_learn_0.wav,data_speech_commands_v0.02/zero/af6fbbf5_zero_1.wav
0,data_speech_commands_v0.02/learn/af6fbbf5_learn_0.wav,data_speech_commands_v0.02/learn/a55105d0_learn_1.wav
0,data_speech_commands_v0.02/learn/af6fbbf5_learn_0.wav,data_speech_commands_v0.02/two/9e92ef0c_two_0.wav
1,data_speech_commands_v0.02/learn/a6f2fd71_learn_0.wav,data_speech_commands_v0.02/visual/a6f2fd71_visual_2.wav
1,data_speech_commands_v0.02/learn/a6f2fd71_learn_0.wav,data_speech_commands_v0.02/eight/a6f2fd71_eight_2.wav
0,data_speech_commands_v0.02/learn/a6f2fd71_learn_0.wav,data_speech_commands_v0.02/no/6bf5baf3_no_1.wav
0,data_speech_commands_v0.02/learn/a6f2fd71_learn_0.wav,data_speech_commands_v0.02/left/6c968bd9_left_2.wav
1,data_speech_commands_v0.02/learn/acfd5b5e_learn_0.wav,data_speech_commands_v0.02/forward/acfd5b5e_forward_0.wav
1,data_speech_commands_v0.02/learn/acfd5b5e_learn_0.wav,data_speech_commands_v0.02/eight/acfd5b5e_eight_2.wav
0,data_speech_commands_v0.02/learn/acfd5b5e_learn_0.wav,data_speech_commands_v0.02/three/94d370bf_three_1.wav
0,data_speech_commands_v0.02/learn/acfd5b5e_learn_0.wav,data_speech_commands_v0.02/down/ceef6d96_down_1.wav
1,data_speech_commands_v0.02/backward/645ed69d_backward_0.wav,data_speech_commands_v0.02/left/645ed69d_left_2.wav
1,data_speech_commands_v0.02/backward/645ed69d_backward_0.wav,data_speech_commands_v0.02/zero/645ed69d_zero_0.wav
0,data_speech_commands_v0.02/backward/645ed69d_backward_0.wav,data_speech_commands_v0.02/five/cd7f8c1b_five_0.wav
0,data_speech_commands_v0.02/backward/645ed69d_backward_0.wav,data_speech_commands_v0.02/yes/df1d5024_yes_1.wav
1,data_speech_commands_v0.02/backward/29dce108_backward_0.wav,data_speech_commands_v0.02/two/29dce108_two_3.wav
1,data_speech_commands_v0.02/backward/29dce108_backward_0.wav,data_speech_commands_v0.02/one/29dce108_one_0.wav
0,data_speech_commands_v0.02/backward/29dce108_backward_0.wav,data_speech_commands_v0.02/six/acfd5b5e_six_2.wav
0,data_speech_commands_v0.02/backward/29dce108_backward_0.wav,data_speech_commands_v0.02/six/8dc18a75_six_1.wav
1,data_speech_commands_v0.02/backward/773e26f7_backward_0.wav,data_speech_commands_v0.02/visual/773e26f7_visual_1.wav
1,data_speech_commands_v0.02/backward/773e26f7_backward_0.wav,data_speech_commands_v0.02/five/773e26f7_five_0.wav
0,data_speech_commands_v0.02/backward/773e26f7_backward_0.wav,data_speech_commands_v0.02/zero/98ea0818_zero_0.wav
0,data_speech_commands_v0.02/backward/773e26f7_backward_0.wav,data_speech_commands_v0.02/four/ace072ba_four_2.wav
1,data_speech_commands_v0.02/backward/0d90d8e1_backward_0.wav,data_speech_commands_v0.02/forward/0d90d8e1_forward_2.wav
1,data_speech_commands_v0.02/backward/0d90d8e1_backward_0.wav,data_speech_commands_v0.02/six/0d90d8e1_six_0.wav
0,data_speech_commands_v0.02/backward/0d90d8e1_backward_0.wav,data_speech_commands_v0.02/down/616420be_down_1.wav
0,data_speech_commands_v0.02/backward/0d90d8e1_backward_0.wav,data_speech_commands_v0.02/five/0d82fd99_five_0.wav
1,data_speech_commands_v0.02/backward/435695e3_backward_0.wav,data_speech_commands_v0.02/yes/435695e3_yes_0.wav
1,data_speech_commands_v0.02/backward/435695e3_backward_0.wav,data_speech_commands_v0.02/learn/435695e3_learn_2.wav
0,data_speech_commands_v0.02/backward/435695e3_backward_0.wav,data_speech_commands_v0.02/zero/24a3e589_zero_3.wav
0,data_speech_commands_v0.02/backward/435695e3_backward_0.wav,data_speech_commands_v0.02/no/a293e285_no_3.wav
1,data_speech_commands_v0.02/backward/322d17d3_backward_0.wav,data_speech_commands_v0.02/go/322d17d3_go_1.wav
1,data_speech_commands_v0.02/backward/322d17d3_backward_0.wav,data_speech_commands_v0.02/yes/322d17d3_yes_1.wav
0,data_speech_commands_v0.02/backward/322d17d3_backward_0.wav,data_speech_commands_v0.02/down/ab9b93e4_down_0.wav
0,data_speech_commands_v0.02/backward/322d17d3_backward_0.wav,data_speech_commands_v0.02/forward/98ea0818_forward_3.wav
1,data_speech_commands_v0.02/backward/b308773d_backward_0.wav,data_speech_commands_v0.02/stop/b308773d_stop_2.wav
1,data_speech_commands_v0.02/backward/b308773d_backward_0.wav,data_speech_commands_v0.02/five/b308773d_five_3.wav
0,data_speech_commands_v0.02/backward/b308773d_backward_0.wav,data_speech_commands_v0.02/four/1c84a139_four_1.wav
0,data_speech_commands_v0.02/backward/b308773d_backward_0.wav,data_speech_commands_v0.02/zero/ab46af55_zero_3.wav
1,data_speech_commands_v0.02/backward/3cc595de_backward_0.wav,data_speech_commands_v0.02/one/3cc595de_one_0.wav
1,data_speech_commands_v0.02/backward/3cc595de_backward_0.wav,data_speech_commands_v0.02/visual/3cc595de_visual_3.wav
0,data_speech_commands_v0.02/backward/3cc595de_backward_0.wav,data_speech_commands_v0.02/seven/0a196374_seven_3.wav
0,data_speech_commands_v0.02/backward/3cc595de_backward_0.wav,data_speech_commands_v0.02/seven/3bc21161_seven_0.wav
1,data_speech_commands_v0.02/backward/31f01a8d_backward_0.wav,data_speech_commands_v0.02/stop/31f01a8d_stop_0.wav
1,data_speech_commands_v0.02/backward/31f01a8d_backward_0.wav,data_speech_commands_v0.02/one/31f01a8d_one_0.wav
0,data_speech_commands_v0.02/backward/31f01a8d_backward_0.wav,data_speech_commands_v0.02/two/29229c21_two_2.wav
0,data_speech_commands_v0.02/backward/31f01a8d_backward_0.wav,data_speech_commands_v0.02/down/0f7266cf_down_2.wav
1,data_speech_commands_v0.02/backward/73f20b00_backward_0.wav,data_speech_commands_v0.02/on/73f20b00_on_3.wav
1,data_speech_commands_v0.02/backward/73f20b00_backward_0.wav,data_speech_commands_v0.02/backward/73f20b00_backward_3.wav
0,data_speech_commands_v0.02/backward/73f20b00_backward_0.wav,data_speech_commands_v0.02/zero/b0f5b16d_zero_2.wav
0,data_speech_commands_v0.02/backward/73f20b00_backward_0.wav,data_speech_commands_v0.02/off/a7acbbeb_off_2.wav
1,data_speech_commands_v0.02/backward/c9b5ff26_backward_0.wav,data_speech_commands_v0.02/down/c9b5ff26_down_1.wav
1,data_speech_commands_v0.02/backward/c9b5ff26_backward_0.wav,data_speech_commands_v0.02/forward/c9b5ff26_forward_0.wav
0,data_speech_commands_v0.02/backward/c9b5ff26_backward_0.wav,data_speech_commands_v0.02/go/1e02ffc5_go_3.wav
0,data_speech_commands_v0.02/backward/c9b5ff26_backward_0.wav,data_speech_commands_v0.02/zero/29dce108_zero_0.wav
1,data_speech_commands_v0.02/backward/eeaf97c3_backward_0.wav,data_speech_commands_v0.02/on/eeaf97c3_on_2.wav
1,data_speech_commands_v0.02/backward/eeaf97c3_backward_0.wav,data_speech_commands_v0.02/nine/eeaf97c3_nine_0.wav
0,data_speech_commands_v0.02/backward/eeaf97c3_backward_0.wav,data_speech_commands_v0.02/seven/a6d586b7_seven_0.wav
0,data_speech_commands_v0.02/backward/eeaf97c3_backward_0.wav,data_speech_commands_v0.02/no/21832144_no_0.wav
1,data_speech_commands_v0.02/backward/1ed0b13d_backward_0.wav,data_speech_commands_v0.02/forward/1ed0b13d_forward_0.wav
1,data_speech_commands_v0.02/backward/1ed0b13d_backward_0.wav,data_speech_commands_v0.02/on/1ed0b13d_on_3.wav
0,data_speech_commands_v0.02/backward/1ed0b13d_backward_0.wav,data_speech_commands_v0.02/seven/2748cce7_seven_0.wav
0,data_speech_commands_v0.02/backward/1ed0b13d_backward_0.wav,data_speech_commands_v0.02/off/773e26f7_off_0.wav
1,data_speech_commands_v0.02/backward/ff4ed4f3_backward_0.wav,data_speech_commands_v0.02/right/ff4ed4f3_right_1.wav
1,data_speech_commands_v0.02/backward/ff4ed4f3_backward_0.wav,data_speech_commands_v0.02/nine/ff4ed4f3_nine_2.wav
0,data_speech_commands_v0.02/backward/ff4ed4f3_backward_0.wav,data_speech_commands_v0.02/one/ea0cf37f_one_3.wav
0,data_speech_commands_v0.02/backward/ff4ed4f3_backward_0.wav,data_speech_commands_v0.02/follow/5f5eef60_follow_3.wav
1,data_speech_commands_v0.02/house/cb164eea_nohash_0.wav,data_speech_commands_v0.02/house/cb164eea_nohash_2.wav
1,data_speech_commands_v0.02/house/cb164eea_nohash_0.wav,data_speech_commands_v0.02/house/cb164eea_nohash_3.wav
0,data_speech_commands_v0.02/house/cb164eea_nohash_0.wav,data_speech_commands_v0.02/left/c9b5ff26_left_0.wav
0,data_speech_commands_v0.02/house/cb164eea_nohash_0.wav,data_speech_commands_v0.02/up/879a2b38_up_1.wav
1,data_speech_commands_v0.02/house/784e281a_nohash_0.wav,data_speech_commands_v0.02/house/784e281a_nohash_2.wav
1,data_speech_commands_v0.02/house/784e281a_nohash_0.wav,data_speech_commands_v0.02/house/784e281a_nohash_1.wav
0,data_speech_commands_v0.02/house/784e281a_nohash_0.wav,data_speech_commands_v0.02/zero/3d86b69a_zero_1.wav
0,data_speech_commands_v0.02/house/784e281a_nohash_0.wav,data_speech_commands_v0.02/six/e9bc5cc2_six_2.wav
1,data_speech_commands_v0.02/house/be7fa0a3_nohash_0.wav,data_speech_commands_v0.02/house/be7fa0a3_nohash_3.wav
1,data_speech_commands_v0.02/house/be7fa0a3_nohash_0.wav,data_speech_commands_v0.02/house/be7fa0a3_nohash_3.wav
0,data_speech_commands_v0.02/house/be7fa0a3_nohash_0.wav,data_speech_commands_v0.02/stop/6ace4fe1_stop_2.wav
0,data_speech_commands_v0.02/house/be7fa0a3_nohash_0.wav,data_speech_commands_v0.02/eight/da584bc0_eight_2.wav
1,data_speech_commands_v0.02/house/4c7c95de_nohash_0.wav,data_speech_commands_v0.02/house/4c7c95de_nohash_2.wav
1,data_speech_commands_v0.02/house/4c7c95de_nohash_0.wav,data_speech_commands_v0.02/house/4c7c95de_nohash_3.wav
0,data_speech_commands_v0.02/house/4c7c95de_nohash_0.wav,data_speech_commands_v0.02/yes/7ea032f3_yes_2.wav
0,data_speech_commands_v0.02/house/4c7c95de_nohash_0.wav,data_speech_commands_v0.02/backward/113b3fbc_backward_0.wav
1,data_speech_commands_v0.02/house/92b2bf59_nohash_0.wav,data_speech_commands_v0.02/house/92b2bf59_nohash_3.wav
1,data_speech_commands_v0.02/house/92b2bf59_nohash_0.wav,data_speech_commands_v0.02/house/92b2bf59_nohash_3.wav
0,data_speech_commands_v0.02/house/92b2bf59_nohash_0.wav,data_speech_commands_v0.02/nine/3bb68054_nine_2.wav
0,data_speech_commands_v0.02/house/92b2bf59_nohash_0.wav,data_speech_commands_v0.02/six/472b8045_six_2.wav
1,data_speech_commands_v0.02/house/84999496_nohash_0.wav,data_speech_commands_v0.02/house/84999496_nohash_3.wav
1,data_speech_commands_v0.02/house/84999496_nohash_0.wav,data_speech_commands_v0.02/house/84999496_nohash_0.wav
0,data_speech_commands_v0.02/house/84999496_nohash_0.wav,data_speech_commands_v0.02/five/f5341341_five_0.wav
0,data_speech_commands_v0.02/house/84999496_nohash_0.wav,data_speech_commands_v0.02/four/676f8138_four_3.wav
